시군구,번지,본번,부번,단지명,면적,계약년월,계약일,가격,층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,84.8956,202206,16,"39,000",12,2017,회산로 344,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,84.9925,202206,4,"44,500",5,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,202206,13,"40,300",13,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,202206,14,"39,500",7,2018,회산로383번길 37,,중개거래,강원 강릉시
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,59.4,202206,2,"9,050",12,1998,수성로 126-5,,중개거래,강원 고성군
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,202206,21,"6,000",9,1998,수성로 126-5,,중개거래,강원 고성군
강원도 고성군 간성읍 상리,501,501,0,동해2,57.48,202206,25,"5,900",3,1990,수성로 90,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202206,18,"13,000",11,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202206,30,"7,500",15,1998,남천마루2길 6,,중개거래,강원 고성군
강원도 고성군 거진읍 거진리,428-5,428,5,동진,58.26,202206,25,"5,500",4,1989,거탄진로 21,,중개거래,강원 고성군
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,202206,4,"28,000",8,2006,해오름해변길 70,,중개거래,강원 고성군
강원도 동해시 구미동,551,551,0,유성타워,69.01,202206,28,"7,000",6,1997,구미택지1길 93,20220705,중개거래,강원 동해시
강원도 동해시 구미동,521,521,0,현진,59.8,202206,4,"5,150",1,1995,구미4길 1,,중개거래,강원 동해시
강원도 동해시 구미동,521,521,0,현진,39.97,202206,20,"4,200",3,1995,구미4길 1,,중개거래,강원 동해시
강원도 동해시 단봉동,04월 24일,24,4,성협5차,31.5,202206,17,"1,900",3,1998,단봉길 16,,직거래,-
강원도 동해시 동회동,442,442,0,"대동1,2차",59.3575,202206,10,"8,300",4,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,202206,26,"11,950",2,1995,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202206,9,"7,950",2,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202206,11,"8,500",5,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,84.5525,202206,15,"12,000",2,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,대동3차,73.4675,202206,15,"13,400",11,1996,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,Jan-49,49,1,대아주택2차,59.22,202206,1,"4,550",4,1991,효자남2길 9,,중개거래,강원 동해시
강원도 동해시 동회동,457,457,0,북삼2차웰메이드타운,75.5869,202206,2,"31,500",2,2019,효자로 636-2,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대5차,134.783,202206,16,"25,000",18,1999,청운1길 29,,중개거래,강원 동해시
강원도 동해시 동회동,442,442,0,현대5차,134.783,202206,27,"19,400",2,1999,청운1길 29,,직거래,-
강원도 동해시 동회동,442,442,0,현대5차,77.7562,202206,30,"15,000",9,1999,청운1길 29,20220713,직거래,-
강원도 동해시 동회동,90,90,0,협성1차,59.6,202206,24,"6,800",3,1995,효자남길 10,,중개거래,강원 동해시
강원도 동해시 묵호진동,1-83,1,83,삼본임대,40.965,202206,6,"5,200",1,1996,해맞이길 231,,중개거래,강원 동해시
강원도 동해시 발한동,599-5,599,5,경민2차,79.15,202206,13,"5,500",5,1991,수원지2길 6-9,,중개거래,강원 동해시
강원도 동해시 발한동,597-36,597,36,대원,22.23,202206,29,800,1,1990,수원지2길 2,,직거래,-
강원도 동해시 발한동,802,802,0,동해KD아람채,84.9369,202206,23,"26,500",4,2019,지리골길 33,,중개거래,강원 동해시
강원도 동해시 발한동,334-1,334,1,삼성,60,202206,9,"8,700",7,1996,해안로 605,,중개거래,강원 동해시
강원도 동해시 발한동,334-1,334,1,삼성,84.99,202206,14,"9,500",17,1996,해안로 605,,중개거래,강원 동해시
강원도 동해시 발한동,599,599,0,삼우,37.08,202206,9,"3,000",4,1988,수원지2길 12-3,,중개거래,강원 동해시
강원도 동해시 발한동,599,599,0,삼우,37.08,202206,27,"2,650",5,1988,수원지2길 12-3,,중개거래,강원 동해시
강원도 동해시 발한동,516-1,516,1,삼화,50.85,202206,15,"4,500",1,1991,동호3길 47,,중개거래,강원 동해시
강원도 동해시 발한동,125-2,125,2,성남,51.75,202206,9,"4,200",5,1986,붉은언덕길 6,,중개거래,강원 동해시
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202206,22,"2,450",4,1985,수원지2길 15,,직거래,-
강원도 동해시 발한동,599-1,599,1,우석1차,32.28,202206,24,"3,400",3,1985,수원지2길 17-4,,직거래,-
강원도 동해시 부곡동,Jan-73,73,1,동해,63.87,202206,1,"3,700",1,1981,가마골길 42-10,,직거래,-
강원도 동해시 부곡동,Jan-73,73,1,동해,63.87,202206,28,"4,800",3,1981,가마골길 42-10,,중개거래,강원 동해시
강원도 동해시 부곡동,126-1,126,1,삼정상가2차,59.94,202206,18,"9,900",10,1994,임항로 55,,중개거래,강원 동해시
강원도 동해시 부곡동,Feb-31,31,2,삼화미성,49.89,202206,14,"4,000",5,1991,부곡4길 10,,중개거래,강원 동해시
강원도 동해시 부곡동,134-4,134,4,승우파크빌라3차,83.81,202206,24,"9,700",3,1994,부곡복개로 42,,중개거래,강원 동해시
강원도 동해시 부곡동,599-32,599,32,우석2차,41.25,202206,3,"2,700",4,1987,수원지2길 17-8,,중개거래,강원 동해시
강원도 동해시 부곡동,111-1,111,1,유존,35.045,202206,17,"3,350",1,1995,부곡2길 26,,직거래,-
강원도 동해시 부곡동,5-82,5,82,일정골든타워,53.303,202206,16,"7,500",9,1996,해안로 449,,중개거래,강원 동해시
강원도 동해시 북평동,327,327,0,e편한세상동해,78.88,202206,2,"26,700",5,2020,단봉길 39,,직거래,-
강원도 동해시 북평동,327,327,0,e편한세상동해,84.98,202206,4,"32,900",12,2020,단봉길 39,,중개거래,강원 동해시
강원도 동해시 북평동,327,327,0,e편한세상동해,78.86,202206,7,"26,800",18,2020,단봉길 39,,중개거래,강원 동해시
강원도 동해시 북평동,327,327,0,e편한세상동해,84.98,202206,10,"34,000",10,2020,단봉길 39,,중개거래,강원 동해시
강원도 동해시 북평동,327,327,0,e편한세상동해,78.88,202206,11,"30,000",12,2020,단봉길 39,,중개거래,강원 동해시
강원도 동해시 북평동,233,233,0,성협4차,84.8,202206,13,"8,500",3,1992,단봉길 6,,중개거래,강원 동해시
강원도 동해시 쇄운동,173-6,173,6,보배,54.21,202206,28,"4,000",5,1997,효자로 600-1,20220628,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202206,2,"8,500",2,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202206,13,"9,000",7,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,13,"5,700",3,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202206,18,"9,750",9,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,23,"6,400",10,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,23,"5,700",4,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,24,"6,400",10,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,25,"6,080",7,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,25,"6,200",5,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202206,30,"6,400",8,2012,효자로 572-1,,중개거래,강원 동해시
강원도 동해시 쇄운동,173-1,173,1,영동4차,59.99,202206,9,"4,850",6,1993,효자로 584-1,,중개거래,강원 동해시
강원도 동해시 어달동,1-83,1,83,삼본임대,40.965,202206,23,"6,500",3,1996,해맞이길 231,,중개거래,경기 화성시
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,202206,20,"8,000",2,1996,초원2길 5,,직거래,-
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,202206,27,"8,800",1,1996,초원2길 5,,중개거래,강원 동해시
강원도 동해시 이도동,302-6,302,6,강변,49.275,202206,3,"4,000",1,1996,전천로 175-24,,중개거래,강원 동해시
강원도 동해시 이도동,751,751,0,동해아이파크,84.98,202206,10,"31,750",5,2018,배골길 32-4,,중개거래,강원 동해시
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,75.4987,202206,3,"24,000",10,2019,동해대로 4833,,중개거래,강원 동해시
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,84.9416,202206,21,"27,000",14,2019,동해대로 4833,,직거래,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202206,11,"6,500",5,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202206,15,"6,950",5,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202206,24,"6,400",6,1999,이원길 180-2,,중개거래,강원 강릉시
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202206,18,"11,000",13,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202206,22,"8,000",3,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202206,23,"9,400",3,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202206,28,"9,000",14,1999,이원길 180-2,,중개거래,강원 동해시
강원도 동해시 이도동,172,172,0,현대,59.97,202206,14,"8,000",11,1996,이원길 180,,중개거래,강원 동해시
강원도 동해시 이로동,433-31,433,31,동해규수방,41.94,202206,30,"2,350",5,2007,월평로 49,,중개거래,인천 계양구
강원도 동해시 천곡동,1102,1102,0,동해금호어울림,84.908,202206,12,"24,100",7,2007,평릉길 14,,중개거래,경기 수원권선구
강원도 동해시 천곡동,965-1,965,1,범주성지(가나),45.37,202206,9,"5,800",5,1994,감추1길 8,,중개거래,강원 동해시
강원도 동해시 천곡동,965-1,965,1,범주성지(가나),59.95,202206,10,"5,500",5,1994,감추1길 8,,중개거래,강원 동해시
강원도 동해시 천곡동,1004-12,1004,12,시영1차,59.85,202206,7,"8,500",4,1991,동굴로 40,,중개거래,강원 동해시
강원도 동해시 천곡동,1004-1,1004,1,시영3차,49.94,202206,2,"4,900",3,1994,동굴로 20,,중개거래,강원 동해시
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202206,24,"8,700",6,1996,천곡1길 3,,직거래,-
강원도 동해시 천곡동,788,788,0,이안동해센트럴,59.9347,202206,21,"16,000",14,2021,천곡로 5,,직거래,-
강원도 동해시 천곡동,1111,1111,0,천곡금호어울림라포레,64.7915,202206,24,"24,700",7,2020,항골길 65,,중개거래,강원 동해시
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,51.09,202206,23,"11,000",1,1983,천곡로 20,,중개거래,강원 동해시
강원도 동해시 천곡동,1060-1,1060,1,천곡주공2차,59.3,202206,10,"11,500",4,1984,한섬로 87,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202206,3,"6,400",2,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,3,"7,850",2,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,3,"5,000",3,1989,샘실1길 5,,직거래,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,3,"6,500",5,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,4,"8,000",3,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,9,"5,700",5,1989,샘실1길 5,20220622,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,9,"5,700",5,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202206,17,"7,600",2,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202206,19,"7,800",5,1989,샘실1길 5,,직거래,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202206,20,"7,250",1,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.69,202206,21,"7,400",5,1989,샘실1길 5,,중개거래,강원 동해시
강원도 동해시 천곡동,791,791,0,한양1차,68.32,202206,20,"8,750",3,1990,천곡로 7,,중개거래,강원 동해시
강원도 동해시 천곡동,794,794,0,한양2차,49.81,202206,17,"6,450",12,1991,천곡로 15,,중개거래,강원 동해시
강원도 동해시 천곡동,794,794,0,한양2차,49.81,202206,29,"6,300",12,1991,천곡로 15,,직거래,-
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202206,3,"7,000",3,1992,천곡로 15,,중개거래,강원 동해시
강원도 동해시 천곡동,794,794,0,한양3차,69.36,202206,3,"6,800",1,1992,천곡로 15,,중개거래,"강원 강릉시, 강원 동해시"
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202206,7,"6,900",1,1992,천곡로 15,,중개거래,강원 동해시
강원도 동해시 천곡동,794,794,0,한양3차,69.36,202206,15,"5,200",2,1992,천곡로 15,,중개거래,강원 동해시
강원도 동해시 천곡동,794,794,0,한양3차,72.71,202206,20,"9,000",12,1992,천곡로 15,,중개거래,강원 동해시
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,202206,20,"15,300",2,1992,한섬로 8,,중개거래,강원 동해시
강원도 동해시 평릉동,456,456,0,코아루디오션,101.8522,202206,23,"34,000",8,2014,평원로 100,,직거래,-
강원도 동해시 평릉동,293,293,0,푸르지오,122.974,202206,3,"28,800",4,2006,평릉1길 39,,중개거래,강원 동해시
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9714,202206,16,"20,000",7,2013,양지길 20-2,,직거래,-
강원도 동해시 효가동,362-34,362,34,유존양지,52.41,202206,26,"2,700",1,1992,양지1길 21,,중개거래,강원 동해시
강원도 삼척시 갈천동,227,227,0,트루엘시그니처,84.6073,202206,7,"23,250",3,2021,동해대로 4360,,직거래,-
강원도 삼척시 건지동,176,176,0,코아루플러스,84.774,202206,26,"23,000",14,2015,엑스포로 173,,직거래,-
강원도 삼척시 건지동,176,176,0,코아루플러스,75.309,202206,29,"19,500",16,2015,엑스포로 173,,직거래,-
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.529,202206,16,"22,900",2,2018,하실길 72,,중개거래,강원 삼척시
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,59.8769,202206,18,"19,400",14,2018,하실길 72,,중개거래,강원 삼척시
강원도 삼척시 교동,130-2,130,2,강부2,49.815,202206,23,"4,800",6,1993,동해대로 4122-27,,중개거래,강원 삼척시
강원도 삼척시 교동,788,788,0,교동지웰,59.9697,202206,2,"17,500",19,2018,동해대로 4183,,중개거래,강원 삼척시
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202206,23,"8,500",1,2003,정상로 81,,중개거래,강원 삼척시
강원도 삼척시 교동,501-5,501,5,동부,59.83,202206,2,"9,500",12,1996,동해대로 4273,,중개거래,강원 삼척시
강원도 삼척시 교동,501-5,501,5,동부,59.83,202206,22,"8,250",3,1996,동해대로 4273,,중개거래,강원 삼척시
강원도 삼척시 교동,650,650,0,동화2차,68.45,202206,17,"7,000",4,1991,대학로안길 36,,중개거래,강원 삼척시
강원도 삼척시 교동,781,781,0,코아루타워,84.92,202206,2,"26,800",10,2014,교동로 97,,중개거래,강원 삼척시
강원도 삼척시 남양동,336-6,336,6,백조맨션3차,84.18,202206,22,"8,300",4,1990,남양길 41-39,,직거래,-
강원도 삼척시 남양동,347-10,347,10,한흥2,36.54,202206,17,"5,400",3,1986,남양안길 63-14,,중개거래,강원 삼척시
